,cleaned_name,comment,datapoint_type,filename,line_number,name,params,return_param_comment,type
0,with gl,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/tools/integration-tests/test/display/getLocalBounds.js,18,withGL,,,
1,say hello,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/tools/integration-tests/test/display/getLocalBounds.js,209,sayHello,,,
2,export,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,5,exports,,,
3,deprecate,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,5,deprecated,,,
4,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,16,get,,,
5,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,30,get,,,
6,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,44,get,,,
7,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,65,get,,,
8,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,79,get,,,
9,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,93,get,,,
10,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,109,get,,,
11,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,123,get,,,
12,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,147,get,,,
13,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,160,get,,,
14,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,173,get,,,
15,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,186,get,,,
16,get svg size,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,196,getSvgSize,,,
17,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,202,get,,,
18,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,225,get,,,
19,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,238,get,,,
20,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,251,get,,,
21,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,264,get,,,
22,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,277,get,,,
23,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,290,get,,,
24,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,303,get,,,
25,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,327,get,,,
26,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,340,get,,,
27,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,364,get,,,
28,get,,0,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,378,get,,,
